115,15048,Travis,Kelce,TE,87,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/15048-travis-kelce.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/15048-travis-kelce.svg,16
120,15090,Johnathan,Hankins,DT,90,,f,t,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/15090-johnathan-hankins.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/15090-johnathan-hankins.svg,19
121,15112,Tress,Way,P,5,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/15112-tress-way.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/15112-tress-way.svg,32
122,15094,Justin,Pugh,G,67,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/15094-justin-pugh.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/15094-justin-pugh.svg,1
37,9162,JJ,Jansen,LS,44,,t,f,https://playible-api-dev.s3.amazonaws.com/media/athlete/nfl/images/9162-jj-jansen.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/9162-jj-jansen.svg,5
34,2593,Aaron,Rodgers,QB,12,,t,f,https://playible-api-dev.s3.amazonaws.com/media/athlete/nfl/images/2593-aaron-rodgers.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/2593-aaron-rodgers.svg,12
41,11008,Morgan,Cox,LS,46,,t,f,https://playible-api-dev.s3.amazonaws.com/media/athlete/nfl/images/11008-morgan-cox.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/11008-morgan-cox.svg,31
46,10067,Brett,Kern,P,6,,t,f,https://playible-api-dev.s3.amazonaws.com/media/athlete/nfl/images/10067-brett-kern.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/10067-brett-kern.svg,31
52,14743,Lawrence,Guy,DE,93,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/14743-lawrence-guy.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/14743-lawrence-guy.svg,22
54,2405,Chad,Henne,QB,4,,t,f,https://playible-api-dev.s3.amazonaws.com/media/athlete/nfl/images/2405-chad-henne.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/2405-chad-henne.svg,16
61,14697,Greg,Zuerlein,K,14,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/14697-greg-zuerlein.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/14697-greg-zuerlein.svg,25
70,11545,Rodger,Saffold,G,76,,f,t,https://playible-api-dev.s3.amazonaws.com/media/athlete/nfl/images/11545-rodger-saffold.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/11545-rodger-saffold.svg,4
73,10333,Graham,Gano,K,9,,t,f,https://playible-api-dev.s3.amazonaws.com/media/athlete/nfl/images/10333-graham-gano.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/10333-graham-gano.svg,24
80,14567,Josh,Harris,LS,47,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/14567-josh-harris.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/14567-josh-harris.svg,17
83,3341,Calais,Campbell,DT,93,,t,f,https://playible-api-dev.s3.amazonaws.com/media/athlete/nfl/images/3341-calais-campbell.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/3341-calais-campbell.svg,3
88,14358,Akiem,Hicks,DT,96,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/14358-akiem-hicks.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/14358-akiem-hicks.svg,30
91,12845,A.J.,Green,WR,18,,t,f,https://playible-api-dev.s3.amazonaws.com/media/athlete/nfl/images/12845-a.j.-green.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/12845-a.j.-green.svg,1
96,14534,Bobby,Wagner,ILB,45,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/14534-bobby-wagner.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/14534-bobby-wagner.svg,18
97,11120,Jon,Weeks,LS,46,,t,f,https://playible-api-dev.s3.amazonaws.com/media/athlete/nfl/images/11120-jon-weeks.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/11120-jon-weeks.svg,13
98,14857,Lane,Johnson,OT,65,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/14857-lane-johnson.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/14857-lane-johnson.svg,26
